Breite,Laenge,Strasse
49.3541,8.1737,Branchweilerhofstraße
49.3542,8.1737,Branchweilerhofstraße
49.3543,8.1737,Branchweilerhofstraße
49.3545,8.1737,Branchweilerhofstraße
49.3547,8.1737,Branchweilerhofstraße
49.3549,8.1737,Branchweilerhofstraße
49.355,8.1737,Branchweilerhofstraße
49.3551,8.1737,Branchweilerhofstraße
49.3552,8.1737,Branchweilerhofstraße
49.3553,8.1737,Branchweilerhofstraße
49.3554,8.1737,Branchweilerhofstraße
49.3588,8.1737,Holzhof-Kreisverkehr
49.359,8.1737,Holzhof-Kreisverkehr
49.3498,8.1738,Nachtweide
49.3512,8.1738,Nachtweide
49.353,8.1738,Branchweilerhofstraße
49.3531,8.1738,Branchweilerhofstraße
49.3532,8.1738,Branchweilerhofstraße
49.3533,8.1738,Branchweilerhofstraße
49.3534,8.1738,Branchweilerhofstraße
49.3535,8.1738,Branchweilerhofstraße
49.3536,8.1738,Branchweilerhofstraße
49.3537,8.1738,Branchweilerhofstraße
49.3538,8.1738,Branchweilerhofstraße
49.3555,8.1738,Branchweilerhofstraße
49.3556,8.1738,Branchweilerhofstraße
49.3557,8.1738,Branchweilerhofstraße
49.3558,8.1738,Branchweilerhofstraße
49.3559,8.1738,Branchweilerhofstraße
49.356,8.1738,Branchweilerhofstraße
49.3587,8.1738,Branchweilerhofstraße
49.3589,8.1738,Holzhof-Kreisverkehr
49.36,8.1738,Zum Ordenswald
49.3668,8.1738,Am Stentenwehr
49.3693,8.1738,An der Eselshaut
49.3412,8.1739,Louis-Escande-Straße
49.3498,8.1739,Nachtweide
49.3512,8.1739,Nachtweide
49.3534,8.1739,Branchweilerhofstraße
49.3558,8.1739,Branchweilerhofstraße
49.3559,8.1739,Branchweilerhofstraße
49.356,8.1739,Branchweilerhofstraße
49.3561,8.1739,Branchweilerhofstraße
49.3562,8.1739,Branchweilerhofstraße
49.3563,8.1739,Branchweilerhofstraße
49.3564,8.1739,Branchweilerhofstraße
49.3565,8.1739,Branchweilerhofstraße
49.3566,8.1739,Branchweilerhofstraße
49.3567,8.1739,Branchweilerhofstraße
49.3568,8.1739,Branchweilerhofstraße
49.3569,8.1739,Branchweilerhofstraße
49.357,8.1739,Branchweilerhofstraße
49.3571,8.1739,Branchweilerhofstraße
49.3572,8.1739,Branchweilerhofstraße
49.3573,8.1739,Branchweilerhofstraße
49.3574,8.1739,Branchweilerhofstraße
49.3575,8.1739,Branchweilerhofstraße
49.3576,8.1739,Branchweilerhofstraße
49.3577,8.1739,Branchweilerhofstraße
49.3578,8.1739,Branchweilerhofstraße
49.3579,8.1739,Branchweilerhofstraße
49.358,8.1739,Branchweilerhofstraße
49.3581,8.1739,Branchweilerhofstraße
49.3582,8.1739,Branchweilerhofstraße
49.3583,8.1739,Branchweilerhofstraße
49.3584,8.1739,Branchweilerhofstraße
49.3585,8.1739,Branchweilerhofstraße
49.3586,8.1739,Branchweilerhofstraße
49.3587,8.1739,Holzhof-Kreisverkehr
49.359,8.1739,Holzhof-Kreisverkehr
49.3592,8.1739,Zum Ordenswald
49.3594,8.1739,Zum Ordenswald
49.3596,8.1739,Zum Ordenswald
49.3598,8.1739,Zum Ordenswald
49.3297,8.174,B 39
49.3498,8.174,Nachtweide
49.3511,8.174,Nachtweide
49.3559,8.174,Branchweilerhofstraße
49.358,8.174,Branchweilerhofstraße
49.3582,8.174,Branchweilerhofstraße
49.3584,8.174,Branchweilerhofstraße
49.3585,8.174,Branchweilerhofstraße
49.3586,8.174,Branchweilerhofstraße
49.3587,8.174,Branchweilerhofstraße
49.3588,8.174,Holzhof-Kreisverkehr
49.359,8.174,Holzhof-Kreisverkehr
49.3412,8.1741,Louis-Escande-Straße
49.3497,8.1741,Nachtweide
49.3512,8.1741,Nachtweide
49.3559,8.1741,Branchweilerhofstraße
49.3589,8.1741,Holzhof-Kreisverkehr
49.359,8.1741,Holzhof-Kreisverkehr
49.3693,8.1741,An der Eselshaut
49.3295,8.1742,B 39
49.3413,8.1742,Louis-Escande-Straße
49.3497,8.1742,Nachtweide
49.3511,8.1742,Nachtweide
49.3588,8.1742,B 38
49.3667,8.1742,Am Stentenwehr
49.3496,8.1743,Nachtweide
49.3511,8.1743,Nachtweide
49.3589,8.1743,B 38
49.3692,8.1743,An der Eselshaut
49.3414,8.1744,Louis-Escande-Straße
49.3496,8.1744,Nachtweide
49.3589,8.1744,B 38
49.3666,8.1744,Am Stentenwehr
49.3692,8.1744,Zum Ordenswald
49.3293,8.1745,B 39
49.3496,8.1745,Nachtweide
49.351,8.1745,Nachtweide
49.3693,8.1745,An der Eselshaut
49.3414,8.1746,Louis-Escande-Straße
49.3495,8.1746,Nachtweide
49.351,8.1746,Nachtweide
49.3665,8.1746,Am Brückenwehr
49.3692,8.1746,Breitenweg
49.3693,8.1746,Meckenheimer Straße
49.3694,8.1746,Meckenheimer Straße
49.3415,8.1747,Louis-Escande-Straße
49.3495,8.1747,Nachtweide
49.3496,8.1747,Nachtweide
49.3509,8.1747,Nachtweide
49.3589,8.1747,B 38
49.3664,8.1747,Am Stentenwehr
49.3692,8.1747,Breitenweg
49.3694,8.1747,Meckenheimer Straße
49.3695,8.1747,Meckenheimer Straße
49.3291,8.1748,B 39
49.3416,8.1748,Louis-Escande-Straße
49.3509,8.1748,Nachtweide
49.3692,8.1748,Breitenweg
49.3694,8.1748,Meckenheimer Straße
49.3695,8.1748,Meckenheimer Straße
49.3415,8.1749,Louis-Escande-Straße
49.3495,8.1749,Nachtweide
49.3509,8.1749,Nachtweide
49.3664,8.1749,Sundhofweg
49.3691,8.1749,Breitenweg
49.3695,8.1749,Meckenheimer Straße
49.3696,8.1749,Meckenheimer Straße
49.3417,8.175,Louis-Escande-Straße
49.3494,8.175,Nachtweide
49.3495,8.175,Nachtweide
49.3508,8.175,Nachtweide
49.3589,8.175,B 38
49.3691,8.175,Breitenweg
49.3696,8.175,Meckenheimer Straße
49.3289,8.1751,B 39
49.3416,8.1751,Louis-Escande-Straße
49.3417,8.1751,Louis-Escande-Straße
49.3495,8.1751,Nachtweide
49.3508,8.1751,Nachtweide
49.3664,8.1751,Sundhofweg
49.3691,8.1751,Breitenweg
49.3697,8.1751,Meckenheimer Straße
49.3494,8.1752,Nachtweide
49.3495,8.1752,Nachtweide
49.3508,8.1752,Nachtweide
49.3691,8.1752,Breitenweg
49.3287,8.1753,B 39
49.3418,8.1753,Louis-Escande-Straße
49.3494,8.1753,Nachtweide
49.3495,8.1753,Nachtweide
49.3507,8.1753,Nachtweide
49.3508,8.1753,Nachtweide
49.3663,8.1753,Sundhofweg
49.3691,8.1753,Breitenweg
49.3698,8.1753,Meckenheimer Straße
49.3419,8.1754,Louis-Escande-Straße
49.3507,8.1754,Nachtweide
49.3589,8.1754,B 38
49.3419,8.1755,K 1
49.342,8.1755,K 1
49.3494,8.1755,Nachtweide
49.3507,8.1755,Nachtweide
49.3663,8.1755,Sundhofweg
49.369,8.1755,Breitenweg
49.37,8.1755,Meckenheimer Straße
49.3285,8.1756,B 39
49.342,8.1756,K 1
49.3494,8.1756,Nachtweide
49.3507,8.1756,Nachtweide
49.369,8.1756,Breitenweg
49.3418,8.1757,K 1
49.3481,8.1757,Nachtweide
49.3493,8.1757,Nachtweide
49.3494,8.1757,Nachtweide
49.3506,8.1757,Nachtweide
49.359,8.1757,B 38
49.3662,8.1757,Sundhofweg
49.369,8.1757,Breitenweg
49.3701,8.1757,Meckenheimer Straße
49.3419,8.1758,K 1
49.3421,8.1758,K 1
49.3475,8.1758,Nachtweide
49.3476,8.1758,Nachtweide
49.3477,8.1758,Nachtweide
49.3478,8.1758,Nachtweide
49.3479,8.1758,Nachtweide
49.348,8.1758,Nachtweide
49.3481,8.1758,Nachtweide
49.3482,8.1758,Nachtweide
49.3483,8.1758,Nachtweide
49.3484,8.1758,Nachtweide
49.3485,8.1758,Nachtweide
49.3486,8.1758,Nachtweide
49.3487,8.1758,Nachtweide
49.3488,8.1758,Nachtweide
49.3489,8.1758,Nachtweide
49.349,8.1758,Nachtweide
49.3491,8.1758,Nachtweide
49.3493,8.1758,Nachtweide
49.3494,8.1758,Nachtweide
49.3506,8.1758,Nachtweide
49.3662,8.1758,Sundhofweg
49.369,8.1758,Breitenweg
49.3283,8.1759,B 39
49.342,8.1759,K 1
49.3422,8.1759,Nachtweide
49.3472,8.1759,Nachtweide
49.3473,8.1759,Nachtweide
49.3474,8.1759,Nachtweide
49.3487,8.1759,Nachtweide
49.3488,8.1759,Nachtweide
49.3489,8.1759,Nachtweide
49.349,8.1759,Nachtweide
49.3491,8.1759,Nachtweide
49.3492,8.1759,Nachtweide
49.3493,8.1759,Nachtweide
49.3494,8.1759,Nachtweide
49.3495,8.1759,Nachtweide
49.3496,8.1759,Nachtweide
49.3498,8.1759,Nachtweide
49.3506,8.1759,Nachtweide
49.3689,8.1759,Breitenweg
49.3703,8.1759,Meckenheimer Straße
49.3418,8.176,Speyerdorfer Straße
49.3422,8.176,Nachtweide
49.3424,8.176,Nachtweide
49.3469,8.176,Nachtweide
49.347,8.176,Nachtweide
49.3471,8.176,Nachtweide
49.3472,8.176,Nachtweide
49.3494,8.176,Nachtweide
49.3495,8.176,Nachtweide
49.3496,8.176,Nachtweide
49.3497,8.176,Nachtweide
49.3498,8.176,Nachtweide
49.3499,8.176,Nachtweide
49.35,8.176,Nachtweide
49.3501,8.176,Nachtweide
49.3502,8.176,Nachtweide
49.3503,8.176,Nachtweide
49.3504,8.176,Nachtweide
49.3505,8.176,Nachtweide
49.3589,8.176,B 38
49.3662,8.176,Sundhofweg
49.3425,8.1761,Nachtweide
49.3426,8.1761,Nachtweide
49.3467,8.1761,Nachtweide
49.3468,8.1761,Nachtweide
49.3469,8.1761,Nachtweide
49.3502,8.1761,Nachtweide
49.359,8.1761,B 38
49.3662,8.1761,Fraenkelstraße
49.3703,8.1761,Meckenheimer Straße
49.3281,8.1762,B 39
49.3418,8.1762,Speyerdorfer Straße
49.3427,8.1762,Nachtweide
49.3428,8.1762,Nachtweide
49.3464,8.1762,Nachtweide
49.3465,8.1762,Nachtweide
49.3466,8.1762,Nachtweide
49.3467,8.1762,Nachtweide
49.3689,8.1762,Breitenweg
49.3704,8.1762,Meckenheimer Straße
49.3429,8.1763,Nachtweide
49.343,8.1763,Nachtweide
49.3431,8.1763,Nachtweide
49.3462,8.1763,Nachtweide
49.3463,8.1763,Nachtweide
49.3464,8.1763,Nachtweide
49.3662,8.1763,Sundhofweg
49.3689,8.1763,Breitenweg
49.3705,8.1763,Meckenheimer Straße
49.3279,8.1764,B 39
49.3417,8.1764,Speyerdorfer Straße
49.3431,8.1764,Nachtweide
49.3432,8.1764,Nachtweide
49.3433,8.1764,Nachtweide
49.3459,8.1764,Nachtweide
49.346,8.1764,Nachtweide
49.359,8.1764,B 38
49.3688,8.1764,Breitenweg
49.3705,8.1764,Meckenheimer Straße
49.3433,8.1765,Nachtweide
49.3434,8.1765,Nachtweide
49.3457,8.1765,Nachtweide
49.3458,8.1765,Nachtweide
49.359,8.1765,B 38
49.3661,8.1765,Sundhofweg
49.3688,8.1765,Breitenweg
49.3435,8.1766,Nachtweide
49.3436,8.1766,Nachtweide
49.3437,8.1766,Hermann-Wehrle-Straße
49.3454,8.1766,Nachtweide
49.3455,8.1766,Nachtweide
49.3456,8.1766,Nachtweide
49.3688,8.1766,Breitenweg
49.3707,8.1766,Meckenheimer Straße
49.3277,8.1767,B 39
49.3437,8.1767,Nachtweide
49.3438,8.1767,Nachtweide
49.3439,8.1767,Nachtweide
49.3452,8.1767,Nachtweide
49.3453,8.1767,Nachtweide
49.3454,8.1767,Nachtweide
49.3661,8.1767,Sundhofweg
49.3439,8.1768,Nachtweide
49.344,8.1768,Nachtweide
49.3441,8.1768,Nachtweide
49.3442,8.1768,Nachtweide
49.3448,8.1768,Nachtweide
49.3449,8.1768,Nachtweide
49.3451,8.1768,Nachtweide
49.359,8.1768,B 38
49.3661,8.1768,Freiherr-vom-Stein-Straße
49.3688,8.1768,Breitenweg
49.3708,8.1768,L 519
49.3415,8.1769,Speyerdorfer Straße
49.3442,8.1769,Nachtweide
49.3443,8.1769,Nachtweide
49.3444,8.1769,Nachtweide
49.3445,8.1769,Nachtweide
49.3447,8.1769,Nachtweide
49.3449,8.1769,Nachtweide
49.3661,8.1769,Freiherr-vom-Stein-Straße
49.3709,8.1769,L 519
49.3662,8.177,Freiherr-vom-Stein-Straße
49.3687,8.177,Breitenweg
49.3274,8.1771,B 39
49.3414,8.1771,Speyerdorfer Straße
49.3664,8.1771,Freiherr-vom-Stein-Straße
49.371,8.1771,L 519
49.359,8.1772,B 38
49.3591,8.1772,B 38
49.3665,8.1772,Freiherr-vom-Stein-Straße
49.3666,8.1772,Freiherr-vom-Stein-Straße
49.3687,8.1772,Breitenweg
49.3272,8.1773,B 39
49.3668,8.1773,Freiherr-vom-Stein-Straße
49.3712,8.1773,L 519
49.3413,8.1774,Speyerdorfer Straße
49.367,8.1774,Freiherr-vom-Stein-Straße
49.3671,8.1774,Freiherr-vom-Stein-Straße
49.3686,8.1774,Breitenweg
49.3673,8.1775,Freiherr-vom-Stein-Straße
49.3675,8.1775,Freiherr-vom-Stein-Straße
49.3271,8.1776,B 39
49.3591,8.1776,B 38
49.3677,8.1776,Freiherr-vom-Stein-Straße
49.3678,8.1776,Am Gemäuer
49.3686,8.1776,Breitenweg
49.3713,8.1776,L 519
49.3591,8.1777,B 38
49.368,8.1777,Freiherr-vom-Stein-Straße
49.3681,8.1777,Freiherr-vom-Stein-Straße
49.3269,8.1778,B 39
49.3411,8.1778,Speyerdorfer Straße
49.356,8.1778,Branchweilerhofstraße
49.3683,8.1778,Freiherr-vom-Stein-Straße
49.3685,8.1778,Breitenweg
49.3715,8.1778,L 519
49.3559,8.1779,Branchweilerhofstraße
49.356,8.1779,Branchweilerhofstraße
49.3561,8.1779,Branchweilerhofstraße
49.3591,8.1779,B 38
49.3715,8.1779,L 519
49.3559,8.178,Branchweilerhofstraße
49.356,8.178,Branchweilerhofstraße
49.3561,8.178,Branchweilerhofstraße
49.3267,8.1781,B 39
49.3409,8.1781,Speyerdorfer Straße
49.3559,8.1781,Branchweilerhofstraße
49.356,8.1781,Branchweilerhofstraße
49.3561,8.1781,Branchweilerhofstraße
49.3591,8.1781,B 38
49.3716,8.1781,L 519
49.3717,8.1782,L 519
49.3265,8.1783,A 65
49.3407,8.1783,Speyerdorfer Straße
49.3592,8.1783,B 38
49.3263,8.1785,B 39
49.3718,8.1785,L 519
49.3405,8.1786,Speyerdorfer Straße
49.3592,8.1786,B 38
49.3592,8.1787,B 38
49.3719,8.1787,L 519
49.3262,8.1788,B 39
49.372,8.1788,L 519
49.3403,8.1789,Speyerdorfer Straße
49.326,8.179,B 39
49.3592,8.179,B 38
49.3592,8.1791,B 38
49.3258,8.1792,B 39
49.3401,8.1792,Speyerdorfer Straße
49.3721,8.1792,L 519
49.3257,8.1794,B 39
49.3399,8.1795,Speyerdorfer Straße
49.3593,8.1795,B 38
49.3255,8.1796,B 39
49.3593,8.1796,B 38
49.3722,8.1796,L 519
49.3254,8.1798,B 39
49.3397,8.1798,Speyerdorfer Straße
49.3395,8.18,Speyerdorfer Straße
49.3593,8.18,B 38
49.3594,8.18,B 38
49.3723,8.18,L 519
49.3724,8.18,L 519
49.3253,8.1801,K 7
49.325,8.1802,B 39
49.3251,8.1802,B 39
49.3252,8.1802,B 39
49.3249,8.1804,B 39
49.3393,8.1804,Speyerdorfer Straße
49.3594,8.1804,B 38
49.3725,8.1804,L 519
49.3594,8.1805,B 38
49.3725,8.1805,L 519
49.3248,8.1806,B 39
49.3594,8.1807,B 38
49.3726,8.1807,L 519
49.3246,8.1808,B 39
49.339,8.1809,Speyerdorfer Straße
49.3726,8.1809,L 519
49.3245,8.181,B 39
49.3594,8.181,B 38
49.3594,8.1811,B 38
49.3243,8.1812,B 39
49.3388,8.1812,Speyerdorfer Straße
49.3728,8.1813,L 519
49.3594,8.1814,B 38
49.3595,8.1814,B 38
49.3241,8.1815,B 39
49.3386,8.1816,Speyerdorfer Straße
49.3239,8.1817,B 39
49.3729,8.1817,L 519
49.3595,8.1818,B 38
49.3237,8.1819,B 39
49.373,8.1819,L 519
49.3384,8.182,Speyerdorfer Straße
49.3595,8.1821,B 38
49.3595,8.1822,B 38
49.3235,8.1823,B 39
49.3383,8.1824,Speyerdorfer Straße
49.3595,8.1824,B 38
49.3732,8.1824,L 519
49.3733,8.1824,L 519
49.3233,8.1825,B 39
49.3595,8.1826,B 38
49.3231,8.1827,B 39
49.3381,8.1828,Speyerdorfer Straße
49.3595,8.1828,B 38
49.3734,8.1828,L 519
49.323,8.183,B 39
49.3595,8.1831,B 38
49.3228,8.1832,B 39
49.3379,8.1832,K 1
49.3736,8.1832,L 519
49.3226,8.1834,B 39
49.3595,8.1834,B 38
49.3595,8.1835,B 38
49.3738,8.1835,L 519
49.3378,8.1836,K 1
49.3738,8.1836,L 519
49.3225,8.1837,B 39
49.3223,8.1839,B 39
49.3595,8.1839,B 38
49.374,8.1839,L 519
49.3377,8.184,K 1
49.3595,8.184,B 38
49.374,8.1841,L 519
49.322,8.1842,B 39
49.3595,8.1842,B 38
49.3594,8.1843,B 38
49.3742,8.1843,L 519
49.3218,8.1845,B 39
49.3375,8.1845,K 1
49.3594,8.1845,B 38
49.3595,8.1845,B 38
49.3742,8.1845,L 519
49.3594,8.1847,B 38
49.3596,8.1847,B 38
49.3743,8.1847,L 519
49.3216,8.1848,B 39
49.3597,8.1848,B 38
49.3374,8.1849,K 1
49.3594,8.1849,B 38
49.3599,8.1849,B 38
49.3214,8.185,B 39
49.3595,8.185,B 38
49.3596,8.185,B 38
49.3598,8.185,B 38
49.3601,8.185,B 38
49.3745,8.185,L 519
49.3597,8.1851,B 38
49.3598,8.1851,B 38
49.3601,8.1851,B 38
49.3603,8.1851,B 38
49.3596,8.1852,B 38
49.3597,8.1852,B 38
49.3598,8.1852,B 38
49.3599,8.1852,B 38
49.36,8.1852,B 38
49.3601,8.1852,B 38
49.3605,8.1852,B 38
49.3595,8.1853,B 38
49.3601,8.1853,B 38
49.3602,8.1853,B 38
49.3603,8.1853,B 38
49.3606,8.1853,B 38
49.3372,8.1854,K 1
49.3595,8.1854,B 38
49.3603,8.1854,B 38
49.3604,8.1854,B 38
49.3607,8.1854,B 38
49.3747,8.1854,L 519
49.3211,8.1855,B 39
49.3605,8.1855,B 38
49.3608,8.1855,B 38
49.3606,8.1856,B 38
49.3209,8.1857,B 39
49.3606,8.1857,B 38
49.3607,8.1857,B 38
49.3608,8.1857,B 38
49.3606,8.1858,B 38
49.3607,8.1858,B 38
49.3609,8.1858,B 38
49.3748,8.1858,L 519
49.3607,8.1859,B 38
49.3207,8.186,B 39
49.3371,8.186,K 1
49.3606,8.186,B 38
49.3607,8.186,B 38
49.3609,8.186,B 38
49.375,8.186,L 519
49.3605,8.1861,B 38
49.3606,8.1861,B 38
49.3607,8.1861,B 38
49.3609,8.1861,B 38
49.375,8.1861,L 519
49.3605,8.1862,B 38
49.3606,8.1862,B 38
49.3607,8.1862,B 38
49.3608,8.1862,B 38
49.3205,8.1863,B 39
49.3607,8.1863,B 38
49.3608,8.1863,B 38
49.3609,8.1863,B 38
49.3607,8.1864,B 38
49.3608,8.1864,B 38
49.3751,8.1864,L 519
49.3752,8.1864,L 519
49.337,8.1865,K 1
49.3607,8.1865,B 38
49.3609,8.1865,B 38
49.3203,8.1866,B 39
49.3607,8.1866,B 38
49.3753,8.1866,L 519
49.3607,8.1867,B 38
49.3609,8.1867,B 38
49.3753,8.1867,L 519
49.3607,8.1868,B 38
49.3609,8.1868,B 38
49.3202,8.1869,B 39
49.337,8.1869,K 1
49.3607,8.1869,B 38
49.3607,8.187,B 38
49.3754,8.187,L 519
49.32,8.1871,B 39
49.3607,8.1871,B 38
49.3609,8.1871,B 38
49.3607,8.1872,B 38
49.3755,8.1872,L 519
49.3607,8.1873,B 38
49.3755,8.1873,L 519
49.3756,8.1873,L 519
49.3198,8.1874,B 39
49.3369,8.1874,K 1
49.3607,8.1874,B 38
49.3609,8.1874,B 38
49.3607,8.1875,B 38
49.3609,8.1875,B 38
49.3756,8.1875,L 519
49.3757,8.1876,L 519
49.3196,8.1877,B 39
49.3607,8.1877,B 38
49.3758,8.1877,L 519
49.3369,8.1878,K 1
49.3606,8.1878,B 38
49.3607,8.1878,B 38
49.3609,8.1878,L 532
49.3606,8.1879,L 532
49.3607,8.1879,L 532
49.3195,8.188,B 39
49.3607,8.188,L 532
49.3759,8.188,L 519
49.3606,8.1881,L 532
49.3607,8.1881,L 532
49.3609,8.1881,L 532
49.3607,8.1882,L 532
49.3609,8.1882,L 532
49.376,8.1882,L 519
49.3193,8.1883,B 39
49.3369,8.1883,K 1
49.3606,8.1883,L 532
49.3607,8.1883,L 532
49.3606,8.1884,L 532
49.3609,8.1884,L 532
49.3761,8.1884,L 519
49.3607,8.1885,L 532
49.3761,8.1885,L 519
49.3191,8.1886,B 39
49.3607,8.1886,L 532
49.3609,8.1886,L 532
49.3368,8.1887,K 1
49.3607,8.1887,L 532
49.3609,8.1887,L 532
49.3762,8.1887,L 519
49.3607,8.1888,L 532
49.3763,8.1888,L 519
49.319,8.1889,B 39
49.3607,8.1889,L 532
49.3608,8.1889,L 532
49.3607,8.189,L 532
49.3609,8.189,L 532
49.3764,8.189,L 519
49.3607,8.1891,L 532
49.3608,8.1891,L 532
49.3609,8.1891,L 532
49.3368,8.1892,K 1
49.3608,8.1892,L 532
49.3765,8.1892,L 519
49.3608,8.1893,L 532
49.3765,8.1893,L 519
49.3188,8.1894,B 39
49.3608,8.1894,L 532
49.361,8.1894,L 532
49.3608,8.1895,L 532
49.3609,8.1895,L 532
49.3608,8.1896,L 532
49.3609,8.1896,L 532
49.3766,8.1896,L 519
49.3767,8.1896,L 519
49.3186,8.1897,B 39
49.3368,8.1897,K 1
49.3609,8.1897,L 532
49.3611,8.1897,L 532
49.3609,8.1898,L 532
49.361,8.1898,L 532
49.3611,8.1898,L 532
49.361,8.1899,L 532
49.3768,8.1899,L 519
49.3611,8.19,L 532
49.3612,8.19,L 532
49.3769,8.19,L 519
49.3185,8.1901,B 39
49.361,8.1901,L 532
49.3367,8.1902,K 1
49.361,8.1902,L 532
49.3611,8.1902,L 532
49.3769,8.1902,L 519
49.3611,8.1903,L 532
49.3613,8.1903,L 532
49.3184,8.1904,B 39
49.3611,8.1904,L 532
49.3612,8.1904,L 532
49.3613,8.1904,L 532
49.3771,8.1904,L 519
49.3612,8.1905,L 532
49.3771,8.1905,L 519
49.3367,8.1906,K 1
49.3612,8.1906,L 532
49.3613,8.1907,L 532
49.3614,8.1907,L 532
49.3182,8.1908,B 39
49.3613,8.1908,L 532
49.3614,8.1908,L 532
49.3614,8.1909,L 532
49.3772,8.1909,L 519
49.3614,8.191,L 532
49.3616,8.191,L 532
49.3774,8.191,L 519
49.3367,8.1911,K 1
49.3615,8.1911,L 532
49.3181,8.1912,B 39
49.3616,8.1912,L 532
49.3617,8.1912,L 532
49.3616,8.1913,L 532
49.3617,8.1913,L 532
49.3775,8.1913,L 519
49.3617,8.1914,L 532
49.3618,8.1914,L 532
49.3619,8.1914,L 532
49.3775,8.1914,L 519
49.318,8.1915,B 39
49.3617,8.1915,L 532
49.3618,8.1915,L 532
49.3618,8.1916,L 532
49.3619,8.1916,L 532
49.362,8.1916,L 532
49.3776,8.1916,L 519
49.3619,8.1917,L 532
49.362,8.1917,L 532
49.3776,8.1917,L 519
49.3368,8.1918,K 1
49.3619,8.1918,L 532
49.362,8.1918,L 532
49.3179,8.1919,B 39
49.362,8.1919,L 532
49.3622,8.1919,L 532
49.3621,8.192,L 532
49.3622,8.192,L 532
49.3778,8.192,L 519
49.3621,8.1921,L 532
49.3623,8.1921,L 532
49.3622,8.1922,L 532
49.3779,8.1922,L 519
49.3179,8.1923,Kirrweilerer Straße
49.3368,8.1923,K 1
49.3624,8.1923,L 532
49.3779,8.1923,L 519
49.3623,8.1924,L 532
49.3623,8.1925,L 532
49.3624,8.1926,L 532
49.3625,8.1926,L 532
49.3781,8.1926,L 519
49.3178,8.1927,B 39
49.3369,8.1927,K 1
49.3624,8.1927,L 532
49.3781,8.1927,L 519
49.3624,8.1928,L 532
49.3625,8.1928,L 532
49.3626,8.1928,L 532
49.3625,8.1929,L 532
49.3625,8.193,L 532
49.3626,8.193,L 532
49.3783,8.193,L 519
49.3177,8.1931,B 39
49.3625,8.1931,L 532
49.3626,8.1931,L 532
49.3783,8.1931,L 519
49.3369,8.1932,K 1
49.3625,8.1932,L 532
49.3626,8.1932,L 532
49.3626,8.1933,L 532
49.3785,8.1933,L 519
49.3626,8.1934,L 532
49.3627,8.1934,L 532
49.3785,8.1934,L 519
49.3177,8.1935,B 39
49.3626,8.1935,L 532
49.337,8.1936,K 1
49.3626,8.1936,L 532
49.3627,8.1936,L 532
49.3626,8.1937,L 532
49.3627,8.1937,L 532
49.3787,8.1937,L 519
49.3626,8.1938,L 532
49.3627,8.1938,L 532
49.3628,8.1938,L 532
49.3787,8.1938,L 519
49.3176,8.1939,B 39
49.3627,8.1939,L 532
49.3627,8.194,L 532
49.3628,8.194,L 532
49.3371,8.1941,K 1
49.3627,8.1941,L 532
49.3788,8.1941,L 519
49.3627,8.1942,L 532
49.3628,8.1942,L 532
49.3788,8.1942,L 519
49.3627,8.1943,L 532
49.3628,8.1943,L 532
49.3628,8.1944,Breitenweg
49.3629,8.1944,L 532
49.3372,8.1945,K 1
49.3628,8.1945,L 532
49.379,8.1945,L 519
49.3176,8.1946,B 39
49.379,8.1946,L 519
49.3792,8.1949,L 519
49.3175,8.195,B 39
49.3373,8.195,K 1
49.3792,8.195,L 519
49.3794,8.1953,L 519
49.3373,8.1954,K 1
49.3794,8.1954,L 519
49.3175,8.1955,B 39
49.3796,8.1958,L 519
49.3175,8.1959,B 39
49.3374,8.1959,K 1
49.3797,8.1959,L 519
49.3375,8.1963,K 1
49.3799,8.1963,L 519
49.3175,8.1964,B 39
49.38,8.1965,L 519
49.3375,8.1967,Lilienthalstraße
49.38,8.1967,L 519
49.3176,8.1968,B 39
49.3376,8.1971,Lilienthalstraße
49.3802,8.1971,L 519
49.3176,8.1973,B 39
49.3804,8.1975,L 519
49.3176,8.1977,B 39
49.3376,8.1977,Lilienthalstraße
49.3805,8.1979,L 519
49.3177,8.1981,B 39
49.3377,8.1981,Ritterbüschel
49.3806,8.1982,L 519
49.3807,8.1983,L 519
49.3377,8.1984,Lilienthalstraße
49.3177,8.1985,B 39
49.3237,8.1985,Goethestraße
49.3238,8.1985,Goethestraße
49.324,8.1985,Goethestraße
49.3241,8.1985,Goethestraße
49.3243,8.1985,Goethestraße
49.3244,8.1985,Goethestraße
49.3236,8.1986,Goethestraße
49.3245,8.1986,Goethestraße
49.3246,8.1986,Goethestraße
49.3248,8.1986,Goethestraße
49.3808,8.1986,L 519
49.3233,8.1987,Goethestraße
49.3234,8.1987,Goethestraße
49.3249,8.1987,Goethestraße
49.325,8.1987,Goethestraße
49.3251,8.1987,Goethestraße
49.3253,8.1987,Goethestraße
49.3377,8.1987,Lilienthalstraße
49.3808,8.1987,L 519
49.3254,8.1988,Goethestraße
49.3255,8.1988,Goethestraße
49.3257,8.1988,Goethestraße
49.3258,8.1988,Goethestraße
49.3232,8.1989,Goethestraße
49.326,8.1989,Goethestraße
49.3261,8.1989,Goethestraße
49.3262,8.1989,Goethestraße
49.3177,8.199,B 39
49.3231,8.199,Goethestraße
49.3263,8.199,Goethestraße
49.3264,8.199,Goethestraße
49.3377,8.199,Lilienthalstraße
49.3809,8.199,L 519
49.3228,8.1991,Goethestraße
49.323,8.1991,Goethestraße
